word,frequency
duidelijk,1.0
duidelijke,1.0
duijts,1.0
duimen,1.0
duitsers,1.0
duizend,1.0
duknitter,1.0
duren,1.0
durf,1.0
duss,1.0
duty,1.0
duurt,1.0
duurzaam,1.0
dwangarbeid,1.0
dwarrelplein,1.0
dweentje,1.0
dye,1.0
dying,1.0
dylan,1.0
dynamo,1.0
dyspneu,1.0
eagles,1.0
eben,1.0
echter,1.0
echtgenote,1.0
ed,1.0
eddy,1.0
ee,1.0
eeeeeeeeeennnn,1.0
eej,1.0
eekeringe,1.0
eenden,1.0
eentje,1.0
eerlijke,1.0
eerstekamer,1.0
eeuwen,1.0
egoïstisch,1.0
ehhhh,1.0
eht,1.0
eigene,1.0
eindbestemming,1.0
eindcijfer,1.0
eindeljik,1.0
eindelyk,1.0
eindhoven,1.0
eindigen,1.0
eindstrijd,1.0
einen,1.0
einigen,1.0
eintlik,1.0
einzig,1.0
eiwittekort,1.0
ej,1.0
ekrem,1.0
eks,1.0
electro,1.0
electronisch,1.0
elkedag,1.0
ellende,1.0
ellendehaan,1.0
elvis,1.0
emolife,1.0
emotietweets,1.0
energie,1.0
enews,1.0
engdoen,1.0
enge,1.0
engedinge,1.0
enoma,1.0
enrichement,1.0
enthousiasme,1.0
entree,1.0
entropia,1.0
entry,1.0
ep,1.0
epic,1.0
epicteeners,1.0
erachter,1.0
eraf,1.0
erbij,1.0
eredivisieclub,1.0
ergens,1.0
ergert,1.0
erik,1.0
erkenning,1.0
ernst,1.0
ernstig,1.0
ernstige,1.0
ervaringsdeskundig,1.0
erwinvdsande,1.0
erwtensoepklysma,1.0
escort,1.0
esf,1.0
esns,1.0
etageres,1.0
etc,1.0
eu,1.0
europeseunie,1.0
ev,1.0
eva,1.0
evenbeeld,1.0
everton,1.0
every,1.0
evv,1.0
ex,1.0
examendag,1.0
excelsior,1.0
excl,1.0
exclusief,1.0
excuses,1.0
excuus,1.0
experiencing,1.0
expert,1.0
exposen,1.0
extreme,1.0
exvriendje,1.0
eyy,1.0
ezel,1.0
eğer,1.0
fa,1.0
fabrieksinstellingen,1.0
fack,1.0
factor,1.0
facturen,1.0
faillissement,1.0
fakcing,1.0
falcao,1.0
familieweekend,1.0
fanmail,1.0
fanı,1.0
fanım,1.0
favorieten,1.0
fck,1.0
fclgspeedy,1.0
federatie,1.0
feest,1.0
femke,1.0
ffe,1.0
fieh,1.0
fietse,1.0
fietser,1.0
fietsspecialist,1.0
fifa,1.0
fifacoinsnl,1.0
figuur,1.0
fijner,1.0
fijnevakantiepaardjes,1.0
filipijn,1.0
filmpjes,1.0
financile,1.0
finaste,1.0
fissie,1.0
fitnessen,1.0
fixen,1.0
fl,1.0
flames,1.0
flamingoland,1.0
flapperend,1.0
flashmobs,1.0
fles,1.0
flevo,1.0
flier,1.0
flikker,1.0
flikkers,1.0
flirt,1.0
floor,1.0
flow,1.0
fluffys,1.0
flugzeugen,1.0
flyers,1.0
fml,1.0
fokkerij,1.0
followt,1.0
folowback,1.0
foodloss,1.0
foodprofessional,1.0
foodwaste,1.0
forceer,1.0
forensische,1.0
forever,1.0
formuliertje,1.0
fotoshoot,1.0
fotows,1.0
fout,1.0
foxsports,1.0
freak,1.0
freeeeedom,1.0
freeparamocro,1.0
frikandelen,1.0
frisse,1.0
fruit,1.0
fso,1.0
fsooo,1.0
fuckingfeiten,1.0
fuckit,1.0
fun,1.0
furosemideverneveling,1.0
fuseren,1.0
futcoinstrader,1.0
futwagerbets,1.0
fwuw,1.0
fysio,1.0
fände,1.0
gaaaan,1.0
gaande,1.0
galgenwaard,1.0
games,1.0
gap,1.0
garandeer,1.0
gare,1.0
gastheer,1.0
gat,1.0
gautier,1.0
gave,1.0
gax,1.0
gazet,1.0
geakkste,1.0
gebed,1.0
gebeldn,1.0
gebeurt,1.0
geboren,1.0
gebouw,1.0
gebracht,1.0
gecombineerd,1.0
gedachte,1.0
gedachten,1.0
gedanst,1.0
gedeeld,1.0
gedoe,1.0
gedouched,1.0
gedoucht,1.0
gedraagde,1.0
gedragen,1.0
gedreven,1.0
geduld,1.0
gee,1.0
geej,1.0
geenvisie,1.0
gefeliteerd,1.0
gefilmt,1.0
gegooid,1.0
gegroeid,1.0
gehack,1.0
geheimpje,1.0
geholpen,1.0
geht,1.0
gehuilt,1.0
geilen,1.0
geirn,1.0
gekeken,1.0
gekneust,1.0
geknoeid,1.0
gekocht,1.0
gekomen,1.0
gekozen,1.0
gelaten,1.0
gelauscht,1.0
gelder,1.0
gelderlander,1.0
geleerd,1.0
gelegen,1.0
geliefde,1.0
gelinkt,1.0
gelopen,1.0
gelredome,1.0
gelul,1.0
geluncht,1.0
gemachtigde,1.0
gemaild,1.0
gemakkelijk,1.0
gemeen,1.0
gemeenteraadsverkiezingen,1.0
gemiddelde,1.0
gemist,1.0
generator,1.0
genezen,1.0
geniaal,1.0
genomen,1.0
genoten,1.0
georgiefa,1.0
gepakt,1.0
gepraat,1.0
geproefd,1.0
gerealiseerd,1.0
gereedschap,1.0
geregeld,1.0
geroepen,1.0
gert,1.0
gertjan,1.0
gesaboteerd,1.0
geschapen,1.0
geschenk,1.0
geschiedenisboeken,1.0
geschoten,1.0
geslagen,1.0
geslapen,1.0
gesnurk,1.0
gesprch,1.0
gesprekje,1.0
gesprekken,1.0
gesproken,1.0
gestaag,1.0
gestikt,1.0
gestolen,1.0
gestopt,1.0
getbar,1.0
geteld,1.0
getraind,1.0
getraint,1.0
getuigen,1.0
geunf,1.0
geur,1.0
gevaarlijke,1.0
gevangenen,1.0
gevingert,1.0
gevoelend,1.0
gewekt,1.0
gewestweg,1.0
gewn,1.0
geword,1.0
gezegd,1.0
gezelliegehalte,1.0
gezelligheid,1.0
gezelschap,1.0
gezicht,1.0
gezienmtricht,1.0
gezondevraag,1.0
gezondheid,1.0
gezondheidsrisico,1.0
gezondheidszorg,1.0
geëmotioneerd,1.0
geëvenaard,1.0
ghaat,1.0
ghehe,1.0
gibt,1.0
gigantisch,1.0
gingers,1.0
girlfriends,1.0
gisterenavond,1.0
glaasjedraaien,1.0
glee,1.0
glimlach,1.0
gloor,1.0
go,1.0
goals,1.0
goedbezig,1.0
goedemiddag,1.0
goedenmorgen,1.0
goedkomen,1.0
goedkoop,1.0
goedzo,1.0
goeiemorgen,1.0
goes,1.0
gok,1.0
gooi,1.0
gooide,1.0
gooier,1.0
goood,1.0
gooodmorning,1.0
goooolaaassooooo,1.0
goosen,1.0
graafje,1.0
graafsteven,1.0
graauw,1.0
gradus,1.0
graffiti,1.0
gram,1.0
gramsbergenc,1.0
grapppig,1.0
grashoek,1.0
gratisadverteren,1.0
grenzen,1.0
griekenland,1.0
grieks,1.0
grinniken,1.0
groeit,1.0
groen,1.0
groenten,1.0
groenwitte,1.0
groepje,1.0
groepsfoto,1.0
groet,1.0
grolloo,1.0
grootste,1.0
gtst,1.0
guardiola,1.0
guetta,1.0
gunter,1.0
gute,1.0
guys,1.0
guysss,1.0
gwcharif,1.0
gym,1.0
gympie,1.0
haag,1.0
haagse,1.0
haahahha,1.0
haasten,1.0
haatte,1.0
haben,1.0
hadat,1.0
haden,1.0
hagenees,1.0
hagestein,1.0
hahaah,1.0
hahaba,1.0
hahahaah,1.0
hahahah,1.0
hahahahahahah,1.0
hahahahahahaha,1.0
hahahahha,1.0
hahahahhahahahahahaha,1.0
hahahha,1.0
hahahhahahahahha,1.0
hahha,1.0
hakan,1.0
hale,1.0
halfuur,1.0
handel,1.0
handelsnaam,1.0
handen,1.0
handig,1.0
hangouts,1.0
hanzelijn,1.0
hanzzsuryajaya,1.0
hap,1.0
hapjes,1.0
happy,1.0
har,1.0
hardgelopen,1.0
hardstyle,1.0
harlingen,1.0
harold,1.0
harry,1.0
hartelijk,1.0
hasan,1.0
hasebe,1.0
hasselt,1.0
hasst,1.0
have,1.0
having,1.0
hay,1.0
hbb,1.0
heaa,1.0
hedde,1.0
heeeeele,1.0
heeelemaal,1.0
heerenveen,1.0
heerlijke,1.0
heey,1.0
heftig,1.0
hehe,1.0
hehehe,1.0
hehh,1.0
hekel,1.0
hela,1.0
heldenrun,1.0
helft,1.0
helg,1.0
helium,1.0
hellemal,1.0
helpt,1.0
hemd,1.0
hemel,1.0
hendricks,1.0
henk,1.0
heracles,1.0
here,1.0
heren,1.0
herhaling,1.0
herinnerde,1.0
herinneringen,1.0
hernandez,1.0
heropenen,1.0
heropening,1.0
herst,1.0
herstart,1.0
herstel,1.0
herstellen,1.0
hertog,1.0
hervormde,1.0
hervormen,1.0
hey,1.0
hghdhavdbnfiosbdgsja,1.0
hhahahahaha,1.0
hield,1.0
hierin,1.0
higdon,1.0
hihhi,1.0
hihihihihihi,1.0
hihii,1.0
hiihi,1.0
hilarische,1.0
hindoestaan,1.0
hinkemöller,1.0
hiphop,1.0
hipstermuts,1.0
historische,1.0
hitler,1.0
hjhoekman,1.0
hmmkay,1.0
hmmm,1.0
hmpf,1.0
hntm,1.0
hoax,1.0
hobbitfilms,1.0
hobootje,1.0
hockeyen,1.0
hoee,1.0
hoefden,1.0
hoekje,1.0
hoelaat,1.0
hoeren,1.0
hoest,1.0
holland,1.0
hollandse,1.0
hollandsgottalent,1.0
home,1.0
homeee,1.0
homeride,1.0
honden,1.0
hondjes,1.0
honger,1.0
hongerrrr,1.0
honoursprogramma,1.0
hoofdpijn,1.0
hoofdprijs,1.0
hoofdredacteurendag,1.0
hoog,1.0
hook,1.0
hoooiii,1.0
hoorn,1.0
hoorr,1.0
hope,1.0
hopelijk,1.0
hopeloos,1.0
hore,1.0
horecava,1.0
hotattheoffice,1.0
hotel,1.0
house,1.0
houtribsluis,1.0
houvanhaar,1.0
hqq,1.0
hs,1.0
hshahhahaha,1.0
ht,1.0
html,1.0
httpstcodoxdtsu,1.0
httpstcohxtsohaxdv,1.0
httpstconsgfzrlqpc,1.0
httpstcoyatbbmkgla,1.0
htv,1.0
huidige,1.0
huilt,1.0
huiskamer,1.0
huisvrouwzoektsex,1.0
huiswerk,1.0
huizen,1.0
hulde,1.0
hulp,1.0
humeur,1.0
humor,1.0
hump,1.0
hvj,1.0
hvjsophie,1.0
hw,1.0
hwc,1.0
hypotheek,1.0
hèt,1.0
hört,1.0
ibannummer,1.0
icarly,1.0
ice,1.0
icoontje,1.0
icoontjes,1.0
ideen,1.0
identiteitsfraude,1.0
identiteitsgegevens,1.0
idon,1.0
idriceebieberx,1.0
iemands,1.0
ies,1.0
ietznana,1.0
ifsinterim,1.0
iijac,1.0
ijsjes,1.0
ijskoud,1.0
ijzeren,1.0
ikga,1.0
ikkenze,1.0
ikook,1.0
ikzweer,1.0
illegale,1.0
iloveyouux,1.0
ilse,1.0
ily,1.0
imam,1.0
imperfecties,1.0
inbrekers,1.0
india,1.0
infografiek,1.0
informeel,1.0
inge,1.0
ingeschreven,1.0
ingevultvande,1.0
inhouden,1.0
initiatief,1.0
inmaken,1.0
innemen,1.0
inschrijving,1.0
inschrijvingen,1.0
inslaap,1.0
inspired,1.0
instaaaa,1.0
instantie,1.0
integrale,1.0
intelligenterder,1.0
interactie,1.0
interactief,1.0
interesse,1.0
interesseert,1.0
interieurmeester,1.0
internaat,1.0
international,1.0
internetbankieren,1.0
interventie,1.0
interview,1.0
intussen,1.0
invullen,1.0
ios,1.0
iosupdate,1.0
ipad,1.0
irene,1.0
isabelle,1.0
ismomusic,1.0
isral,1.0
it,1.0
italiaanse,1.0
italieeeeee,1.0
items,1.0
itisbryan,1.0
itmakesmyday,1.0
its,1.0
itu,1.0
itunes,1.0
ivanski,1.0
ivm,1.0
jaah,1.0
jacobs,1.0
jag,1.0
jah,1.0
jakkes,1.0
jaman,1.0
jantje,1.0
japanse,1.0
jarigetrouwdag,1.0
jb,1.0
jdi,1.0
jeeeee,1.0
jeff,1.0
jemanden,1.0
jen,1.0
jeroenstuut,1.0
jesseverheem,1.0
jetzt,1.0
jeugdzorg,1.0
jewelry,1.0
jha,1.0
jim,1.0
jinzme,1.0
jk,1.0
jnsj,1.0
jobb,1.0
jobba,1.0
jobbe,1.0
joelle,1.0
johanna,1.0
john,1.0
joke,1.0
jong,1.0
jonge,1.0
jonguh,1.0
jordani,1.0
jordans,1.0
jordy,1.0
jos,1.0
josé,1.0
jouad,1.0
jour,1.0
journalisten,1.0
jpmorgan,1.0
judith,1.0
juiste,1.0
julia,1.0
julianafca,1.0
julie,1.0
juni,1.0
junior,1.0
jup,1.0
jurk,1.0
jurkje,1.0
justin,1.0
jxr,1.0
kaas,1.0
kadar,1.0
kader,1.0
kadmium,1.0
kado,1.0
kadobon,1.0
kakken,1.0
kamikazerijders,1.0
kamperen,1.0
kamu,1.0
kanaal,1.0
kangen,1.0
kanikniet,1.0
kanniet,1.0
kapotttt,1.0
karen,1.0
karin,1.0
kast,1.0
kats,1.0
kazoku,1.0
kbedoel,1.0
kben,1.0
keelpijn,1.0
keeper,1.0
keertje,1.0
kees,1.0
kefee,1.0
kei,1.0
keihard,1.0
kein,1.0
keine,1.0
kende,1.0
kenia,1.0
kenne,1.0
kennelijk,1.0
kennis,1.0
kenske,1.0
kerle,1.0
kerly,1.0
kermiis,1.0
kerry,1.0
kerstkadotje,1.0
kerstman,1.0
kerstpakket,1.0
kerstplaten,1.0
keukentafelg,1.0
keurig,1.0
keuring,1.0
kevin,1.0
kga,1.0
kh,1.0
kheb,1.0
kids,1.0
kietelt,1.0
kii,1.0
kijhard,1.0
kijker,1.0
kijkje,1.0
kijkt,1.0
kik,1.0
kiken,1.0
kilo,1.0
kim,1.0
kinderplannen,1.0
kingdom,1.0
kinky,1.0
kip,1.0
kipburger,1.0
kippendij,1.0
kippenvel,1.0
kiran,1.0
klaarmaken,1.0
klachten,1.0
klar,1.0
klasgenoot,1.0
kledingcrisis,1.0
kleinb,1.0
klere,1.0
kleuren,1.0
kleurje,1.0
klijnsma,1.0
klik,1.0
klinische,1.0
kloten,1.0
knabel,1.0
knakworst,1.0
knap,1.0
knapst,1.0
kneus,1.0
knijpen,1.0
knippe,1.0
knippen,1.0
knoppen,1.0
knuffelt,1.0
knuffelxx,1.0
ko,1.0
kobus,1.0
koek,1.0
koeken,1.0
koekjekwak,1.0
koekoekt,1.0
koelkast,1.0
koffieezuipnacht,1.0
koken,1.0
komende,1.0
komkommer,1.0
kompaandebocht,1.0
konden,1.0
konijnen,1.0
koningnl,1.0
konten,1.0
kontje,1.0
kookboe,1.0
kookervaring,1.0
kookstudios,1.0
kool,1.0
koopeenkoenl,1.0
kop,1.0
kopen,1.0
kopoftheenl,1.0
koppen,1.0
koppijn,1.0
koppyn,1.0
kopval,1.0
koran,1.0
korea,1.0
koreas,1.0
kortetermijngeheugenerror,1.0
korthaar,1.0
korting,1.0
kortom,1.0
kostenplaatje,1.0
kotsen,1.0
kou,1.0
kouddddd,1.0
kouseband,1.0
kouuud,1.0
krabbels,1.0
kracht,1.0
kralendijk,1.0
kramen,1.0
krammersluizen,1.0
krant,1.0
kreeft,1.0
kregen,1.0
kreta,1.0
krijsend,1.0
krijt,1.0
krijtbord,1.0
kroesje,1.0
kroket,1.0
kroketjes,1.0
kroketten,1.0
kroonluchter,1.0
kruising,1.0
ksg,1.0
kuipers,1.0
kunst,1.0
kunstuur,1.0
kunstwerk,1.0
kurdomakaveli,1.0
kurt,1.0
kus,1.0
kush,1.0
kusje,1.0
kusjeeanke,1.0
kutt,1.0
kutwijven,1.0
kutzooi,1.0
kwaliteiten,1.0
kwartfinales,1.0
kweek,1.0
kweken,1.0
kwetsen,1.0
kwf,1.0
kzie,1.0
la,1.0
laatdat,1.0
laatst,1.0
lach,1.0
ladies,1.0
lag,1.0
lah,1.0
lan,1.0
lancenet,1.0
lancering,1.0
landgenoten,1.0
langetermijnverhuur,1.0
langskomen,1.0
lank,1.0
lappie,1.0
laptop,1.0
lars,1.0
las,1.0
lasvegas,1.0
laterz,1.0
lathum,1.0
laurens,1.0
laylow,1.0
leasekatten,1.0
leathergirl,1.0
leef,1.0
leeg,1.0
leek,1.0
leenstelsel,1.0
leer,1.0
leergierig,1.0
leert,1.0
leesbaar,1.0
leeuw,1.0
leg,1.0
lege,1.0
leger,1.0
leggen,1.0
legit,1.0
legt,1.0
