word,frequency
cda,1.0
cdacongres,1.0
cel,1.0
celinaxxx,1.0
cenk,1.0
cent,1.0
centrum,1.0
chacingijo,1.0
chag,1.0
chagarijnig,1.0
chagerijnig,1.0
chagerijnigg,1.0
chaggerijnig,1.0
chaggie,1.0
chaia,1.0
challyman,1.0
chamo,1.0
champgane,1.0
channel,1.0
chantalvoice,1.0
chaos,1.0
chaotisch,1.0
chauvinist,1.0
chayenne,1.0
cheats,1.0
check,1.0
cheese,1.0
chef,1.0
chelsea,1.0
cheryl,1.0
cheyenne,1.0
chichis,1.0
chickies,1.0
chicks,1.0
chik,1.0
chil,1.0
chinalife,1.0
chinees,1.0
chinezen,1.0
choise,1.0
cholera,1.0
christelijke,1.0
christian,1.0
ciao,1.0
cindy,1.0
cinta,1.0
circuit,1.0
citeer,1.0
citroensap,1.0
citymarketing,1.0
cking,1.0
cleetjebabysdg,1.0
clit,1.0
clowns,1.0
clubs,1.0
cmbsnapz,1.0
co,1.0
coach,1.0
coaching,1.0
coca,1.0
cocaøne,1.0
coccos,1.0
cocu,1.0
cod,1.0
coelwiejoelie,1.0
coins,1.0
cokesnuivende,1.0
cole,1.0
coma,1.0
combinatie,1.0
combineren,1.0
comenius,1.0
comfortabel,1.0
commercile,1.0
common,1.0
communicatie,1.0
communiceren,1.0
complimenten,1.0
computer,1.0
computerspecialist,1.0
concentreren,1.0
concert,1.0
conclusie,1.0
concours,1.0
concurrent,1.0
concurrentiewaakhond,1.0
condooms,1.0
conflicten,1.0
confusing,1.0
congresdagen,1.0
connecten,1.0
conservatief,1.0
contact,1.0
contacteren,1.0
contol,1.0
controller,1.0
conveniently,1.0
cool,1.0
cooldogswagg,1.0
coole,1.0
coordinator,1.0
correct,1.0
correcte,1.0
country,1.0
coupe,1.0
cover,1.0
crasht,1.0
crazygirlluun,1.0
creapy,1.0
cremespoeling,1.0
crew,1.0
crimineel,1.0
cristiano,1.0
cruzeiro,1.0
cstrook,1.0
csv,1.0
cultuur,1.0
cuoio,1.0
cursor,1.0
cuz,1.0
cvbvoorzitter,1.0
cyberpestende,1.0
daaarom,1.0
daag,1.0
daan,1.0
daarmee,1.0
daarnatoe,1.0
daarom,1.0
daarop,1.0
daarover,1.0
dachten,1.0
dadelijk,1.0
daging,1.0
daglicht,1.0
dagmar,1.0
dalijk,1.0
damian,1.0
dammen,1.0
damnz,1.0
dangggg,1.0
dankbaar,1.0
danken,1.0
dankie,1.0
dankjee,1.0
dann,1.0
danse,1.0
dansje,1.0
daone,1.0
daphnenmgn,1.0
darm,1.0
darmen,1.0
database,1.0
daten,1.0
dating,1.0
datmoetgezegd,1.0
dats,1.0
davey,1.0
db,1.0
dbremmer,1.0
ddoperiode,1.0
ddr,1.0
dds,1.0
decasanova,1.0
decemberfeestboycot,1.0
decibel,1.0
deden,1.0
deels,1.0
deenk,1.0
definitief,1.0
dei,1.0
deine,1.0
deken,1.0
dekkingsgraad,1.0
dekrantvanflevoland,1.0
delangste,1.0
delft,1.0
delta,1.0
demelline,1.0
demio,1.0
demm,1.0
demo,1.0
demy,1.0
denen,1.0
denilzi,1.0
denise,1.0
denke,1.0
denkertjes,1.0
denkje,1.0
denkjij,1.0
denktwel,1.0
derde,1.0
derest,1.0
dergelijke,1.0
derya,1.0
description,1.0
desley,1.0
desondanks,1.0
destijds,1.0
deugnieten,1.0
deusje,1.0
dev,1.0
deventer,1.0
deventernaar,1.0
devi,1.0
devils,1.0
değilim,1.0
dhd,1.0
diandraloveyou,1.0
dichtbij,1.0
dichten,1.0
dichterbij,1.0
diefstal,1.0
dieh,1.0
diejongens,1.0
diemansnapthetniet,1.0
dier,1.0
dieren,1.0
dierenbeulen,1.0
diervriendelijk,1.0
dietmardm,1.0
dieuwertjex,1.0
digibox,1.0
digitaal,1.0
dijk,1.0
dijp,1.0
dikkeshit,1.0
dikzak,1.0
dimac,1.0
dimensies,1.0
dina,1.0
dingens,1.0
dingetjes,1.0
dink,1.0
dinootjenaomi,1.0
dio,1.0
dip,1.0
dipshits,1.0
dirk,1.0
dirty,1.0
dis,1.0
discriminatie,1.0
discriminerend,1.0
discuseer,1.0
discussianten,1.0
discussieren,1.0
disney,1.0
ditdat,1.0
diverse,1.0
djie,1.0
djossane,1.0
dlkeshfoiesdlkfjx,1.0
docht,1.0
dodge,1.0
doeb,1.0
doel,1.0
doelen,1.0
doelloos,1.0
doem,1.0
doendurfwaarheid,1.0
doetinchem,1.0
dogter,1.0
dokken,1.0
dolgraag,1.0
domina,1.0
dominic,1.0
dominicaanse,1.0
dominique,1.0
dommste,1.0
domste,1.0
donar,1.0
donaties,1.0
donderaaap,1.0
donderen,1.0
dondersekutkind,1.0
dongen,1.0
dongnamek,1.0
donker,1.0
dont,1.0
donut,1.0
doodleuk,1.0
doodschieten,1.0
doood,1.0
doooood,1.0
dooorwerken,1.0
doorgebrand,1.0
doorlullen,1.0
doorrijder,1.0
doorspoelen,1.0
doorvertelle,1.0
doos,1.0
dope,1.0
doritos,1.0
dorpsgek,1.0
dorpsleven,1.0
dortmund,1.0
douane,1.0
douaneapp,1.0
douche,1.0
doucht,1.0
doudoudiop,1.0
douglas,1.0
dounie,1.0
dovo,1.0
download,1.0
draagvlak,1.0
drake,1.0
dramatische,1.0
dreigt,1.0
dribbelkoning,1.0
driel,1.0
drinkt,1.0
drogegr,1.0
drogen,1.0
droog,1.0
droomclub,1.0
drug,1.0
drugs,1.0
drukke,1.0
drukte,1.0
drummer,1.0
dta,1.0
dtv,1.0
dua,1.0
dualisme,1.0
dubbel,1.0
dubbele,1.0
dublledush,1.0
dudes,1.0
due,1.0
duhhh,1.0
duidelijk,1.0
duidelijke,1.0
duijts,1.0
duimen,1.0
duiven,1.0
dukledokus,1.0
duknitter,1.0
durft,1.0
durven,1.0
dusja,1.0
duss,1.0
duty,1.0
duurzaam,1.0
duw,1.0
duwen,1.0
duwt,1.0
duy,1.0
dwangarbeid,1.0
dwarrelplein,1.0
dwdd,1.0
dweentje,1.0
dyarroarnhem,1.0
dye,1.0
dying,1.0
dylan,1.0
dylanray,1.0
dynamo,1.0
dyspneu,1.0
eagles,1.0
ebbe,1.0
eben,1.0
echht,1.0
echteen,1.0
echter,1.0
echtgenote,1.0
echtt,1.0
eco,1.0
ed,1.0
eddy,1.0
eeee,1.0
eeeeeeeeeennnn,1.0
eeeeeeey,1.0
eeeeh,1.0
eeeey,1.0
eej,1.0
eekeringe,1.0
eenden,1.0
eending,1.0
eenmaal,1.0
eentje,1.0
eerlijke,1.0
eerstekamer,1.0
eersteklassers,1.0
eeuwen,1.0
efficiency,1.0
efkes,1.0
egoist,1.0
egoïstisch,1.0
egoïstische,1.0
ehhhh,1.0
ehhhhh,1.0
eht,1.0
ehy,1.0
eige,1.0
eigene,1.0
eiland,1.0
eind,1.0
eindbestemming,1.0
eindcijfer,1.0
einde,1.0
eindeljik,1.0
eindelyk,1.0
eindigen,1.0
eindstrijd,1.0
einen,1.0
einigen,1.0
eintlik,1.0
einzig,1.0
eiwittekort,1.0
ekrem,1.0
eks,1.0
ekt,1.0
electro,1.0
electronisch,1.0
elektrische,1.0
elkaaar,1.0
elkedag,1.0
ellendehaan,1.0
elvis,1.0
emerald,1.0
emmen,1.0
emmy,1.0
emolife,1.0
emotietweets,1.0
emreeswa,1.0
enews,1.0
enfin,1.0
engdoen,1.0
engedinge,1.0
engelaar,1.0
enkels,1.0
enne,1.0
enoma,1.0
enquete,1.0
enrichement,1.0
enshit,1.0
enthousiasme,1.0
entree,1.0
entropia,1.0
entry,1.0
enwelnu,1.0
enz,1.0
ep,1.0
epic,1.0
epicteeners,1.0
epistel,1.0
eq,1.0
erachter,1.0
erco,1.0
eredivisie,1.0
eredivisieclub,1.0
eredivisielive,1.0
eredivisienieuws,1.0
ergernis,1.0
ergert,1.0
ergg,1.0
ergggg,1.0
erik,1.0
eriksen,1.0
ering,1.0
eris,1.0
eriteren,1.0
erkenning,1.0
ernst,1.0
ernstig,1.0
ernstige,1.0
erop,1.0
erugggg,1.0
ervaringsdeskundig,1.0
erwinvdsande,1.0
erwtensoepklysma,1.0
escort,1.0
esf,1.0
esmee,1.0
esns,1.0
esra,1.0
esteban,1.0
estland,1.0
etageres,1.0
etenn,1.0
ethisch,1.0
etuh,1.0
euh,1.0
eurlings,1.0
europa,1.0
europeseunie,1.0
ev,1.0
evanie,1.0
evenbeeld,1.0
ever,1.0
everton,1.0
every,1.0
evo,1.0
evv,1.0
ewa,1.0
ewaaa,1.0
exaggeraten,1.0
examen,1.0
examendag,1.0
examens,1.0
excelsior,1.0
excl,1.0
excuus,1.0
exen,1.0
experiencing,1.0
expert,1.0
exposen,1.0
expres,1.0
extreme,1.0
exvriendje,1.0
eyh,1.0
ezel,1.0
eén,1.0
eğer,1.0
fa,1.0
faal,1.0
fabrieksinstellingen,1.0
fackdit,1.0
fackyoumetall,1.0
fackzeg,1.0
factfootballl,1.0
factor,1.0
facturen,1.0
fag,1.0
faillissement,1.0
faka,1.0
fakcing,1.0
fakers,1.0
falcao,1.0
falen,1.0
famielie,1.0
familieweekend,1.0
fanboy,1.0
fanmail,1.0
fantastisch,1.0
fanı,1.0
fanım,1.0
faphond,1.0
faruk,1.0
faster,1.0
fatah,1.0
fatima,1.0
fatoe,1.0
fatsoenlijk,1.0
fatsoenlijke,1.0
fatsoenlijks,1.0
favorieten,1.0
favourite,1.0
fay,1.0
faya,1.0
fclgspeedy,1.0
federatie,1.0
feggits,1.0
feijenoord,1.0
fenevliler,1.0
ferdy,1.0
ffe,1.0
fieh,1.0
fieke,1.0
fiel,1.0
fietse,1.0
fietser,1.0
fietspad,1.0
fietss,1.0
fietsspecialist,1.0
fifacoinsnl,1.0
fighting,1.0
figuur,1.0
fijner,1.0
fijnevakantiepaardjes,1.0
filipijn,1.0
financial,1.0
financile,1.0
financiële,1.0
finaste,1.0
finding,1.0
first,1.0
fissie,1.0
fitie,1.0
fitnessen,1.0
fixen,1.0
fkkn,1.0
fkng,1.0
fl,1.0
flames,1.0
flamingoland,1.0
flapperend,1.0
flashmobs,1.0
fles,1.0
flevo,1.0
flier,1.0
flikkert,1.0
flipswitch,1.0
floor,1.0
flubber,1.0
fluffys,1.0
flugzeugen,1.0
fluitend,1.0
flyers,1.0
fmlfmlfml,1.0
fock,1.0
fockingg,1.0
focktop,1.0
fok,1.0
fokin,1.0
fokken,1.0
fokkerij,1.0
foktop,1.0
followt,1.0
folowback,1.0
foodloss,1.0
foodprofessional,1.0
foodwaste,1.0
fookking,1.0
forceer,1.0
forensische,1.0
formuliertje,1.0
fotos,1.0
fotoshoot,1.0
fotows,1.0
foxsports,1.0
fractie,1.0
frank,1.0
freak,1.0
freeeeedom,1.0
freeparamocro,1.0
frikandelen,1.0
frisse,1.0
fruit,1.0
frustratie,1.0
frustrerend,1.0
fsooo,1.0
fucken,1.0
fucker,1.0
fuckhowyou,1.0
fuckingfeiten,1.0
fuckit,1.0
fucklove,1.0
fuckyou,1.0
fun,1.0
furosemideverneveling,1.0
fuseren,1.0
futcoinstrader,1.0
futwagerbets,1.0
fvskkvks,1.0
fwuw,1.0
fzo,1.0
fände,1.0
gaaa,1.0
gaaaan,1.0
gaaat,1.0
gaande,1.0
gaatdie,1.0
gaaylord,1.0
gabber,1.0
gaddo,1.0
gadver,1.0
galgenwaard,1.0
gamen,1.0
gameneurd,1.0
games,1.0
gans,1.0
gaopddre,1.0
gap,1.0
gappie,1.0
garandeer,1.0
gare,1.0
gasten,1.0
gastheer,1.0
gastvrouw,1.0
gat,1.0
gatverdamme,1.0
gautier,1.0
gave,1.0
gax,1.0
gazet,1.0
geakkste,1.0
geapjes,1.0
gebed,1.0
gebeldn,1.0
gebeurt,1.0
geblazen,1.0
geblokkeerd,1.0
geblokt,1.0
geboren,1.0
gecombineerd,1.0
gedachten,1.0
gedanst,1.0
gedeeld,1.0
geding,1.0
gedouched,1.0
gedoucht,1.0
gedraag,1.0
gedraagde,1.0
gedragen,1.0
gedreven,1.0
gedroeg,1.0
geduld,1.0
gee,1.0
geeen,1.0
geej,1.0
geenvisie,1.0
gefeliteerd,1.0
gefilmt,1.0
gegroeid,1.0
gehaald,1.0
gehack,1.0
gehackt,1.0
geheimpje,1.0
gehord,1.0
gehouden,1.0
geht,1.0
gehuilt,1.0
geilen,1.0
geilt,1.0
geintresseerd,1.0
geirn,1.0
gejank,1.0
gekankert,1.0
gekend,1.0
gekkegast,1.0
gekkenraporten,1.0
gekkies,1.0
gekneust,1.0
geknoeid,1.0
gekozen,1.0
gekreun,1.0
gekrijs,1.0
gekste,1.0
gelauscht,1.0
gelder,1.0
gelderlander,1.0
gelegen,1.0
geletaxinaarlwd,1.0
geliefde,1.0
gelood,1.0
gelredome,1.0
geluiden,1.0
geluk,1.0
geluncht,1.0
gemachtigde,1.0
gemaild,1.0
gemakkelijk,1.0
gemeen,1.0
gemeente,1.0
gemeenteraadsverkiezingen,1.0
gemene,1.0
gemiddelde,1.0
gemist,1.0
gemogen,1.0
genederlandsd,1.0
genen,1.0
generator,1.0
genezen,1.0
geniaal,1.0
genoemd,1.0
genoten,1.0
geor,1.0
georgiefa,1.0
gepakt,1.0
gepamper,1.0
gepest,1.0
gepingt,1.0
gepland,1.0
gepleegd,1.0
gepraat,1.0
geproefd,1.0
gepuupt,1.0
gerd,1.0
gereageerd,1.0
gerealiseerd,1.0
gereedschap,1.0
gerend,1.0
geroepen,1.0
gerrit,1.0
gerro,1.0
gert,1.0
gertjan,1.0
gerukte,1.0
gesaboteerd,1.0
geschapen,1.0
geschenk,1.0
geschetst,1.0
geschiedenisboeken,1.0
geschoten,1.0
gesegt,1.0
gesnoerd,1.0
gesnurk,1.0
gespeeld,1.0
gesprch,1.0
gesprekje,1.0
gesprekken,1.0
gestaag,1.0
gestaan,1.0
gestalkt,1.0
gestikt,1.0
gestopt,1.0
gestrest,1.0
getalife,1.0
getbar,1.0
geteld,1.0
getraind,1.0
getraint,1.0
getrokken,1.0
getuigen,1.0
getweet,1.0
geunf,1.0
geur,1.0
gevaarlijk,1.0
gevaarlijke,1.0
gevangenen,1.0
geveild,1.0
gevingert,1.0
gevoelend,1.0
gew,1.0
gewassen,1.0
gewauwel,1.0
gewekt,1.0
gewestweg,1.0
gewn,1.0
gewonnnnnen,1.0
gewoonn,1.0
geword,1.0
gezakt,1.0
gezellg,1.0
gezelliegehalte,1.0
gezellige,1.0
gezelligheid,1.0
gezellighouden,1.0
gezelschap,1.0
gezeten,1.0
gezeur,1.0
gezienmtricht,1.0
gezin,1.0
gezllig,1.0
gezocht,1.0
gezondevraag,1.0
gezondheid,1.0
gezondheidsrisico,1.0
gezondheidszorg,1.0
gezonken,1.0
geëmotioneerd,1.0
geëvenaard,1.0
geïrriteerd,1.0
ggpuubuwrrxoxoxoxo,1.0
ghaat,1.0
ghaldoun,1.0
ghehe,1.0
giant,1.0
gibt,1.0
gierig,1.0
gingers,1.0
giorgiomusic,1.0
girl,1.0
girlfriends,1.0
girll,1.0
gisterenavond,1.0
gjaa,1.0
glaasjedraaien,1.0
glee,1.0
glenn,1.0
glimlach,1.0
glimlachen,1.0
gloor,1.0
go,1.0
goals,1.0
goddammit,1.0
goddomme,1.0
godennaam,1.0
godverr,1.0
goe,1.0
goedbezig,1.0
goedemiddag,1.0
goedenmorgen,1.0
goedgoed,1.0
goedkomen,1.0
goedkoop,1.0
goedmens,1.0
goedso,1.0
goedzo,1.0
goeeeed,1.0
goei,1.0
good,1.0
goodmorning,1.0
gooier,1.0
gooit,1.0
goon,1.0
goood,1.0
gooodmorning,1.0
goooolaaassooooo,1.0
goosen,1.0
goot,1.0
gordon,1.0
gosh,1.0
gothic,1.0
gotveren,1.0
gozer,1.0
graafje,1.0
graafsteven,1.0
graaiers,1.0
graauw,1.0
gracht,1.0
gradus,1.0
graffiti,1.0
grafschool,1.0
grafsmoel,1.0
gram,1.0
gramsbergenc,1.0
grande,1.0
grappigs,1.0
grapppig,1.0
gras,1.0
grashoek,1.0
gratisadverteren,1.0
greif,1.0
grenzen,1.0
griekenland,1.0
grieks,1.0
griet,1.0
grijze,1.0
grinniken,1.0
